"stateName","year","sex","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","999"
"Iowa","2014","0","38771","39007","39077","38605","39880","40168","41459","41695","41347","40580","40796","40267","39874","40873","41302","40518","40788","40947","42163","48280","48308","47968","48239","43760","41567","39121","37033","36880","38055","39955","39245","40036","40219","40042","41105","38371","37386","36222","34702","35768","33725","33700","35783","38334","38753","37241","36326","36818","37729","40203","41808","42576","43516","44823","45393","43698","43847","43523","42327","42331","40870","39570","38721","37069","35161","33741","32838","34184","24622","24317","23888","24603","21674","20535","19546","18705","18048","17034","16559","15887","14131","13799","13473","12764","12299","78702","3105573"
"Iowa","2014","1","19838","19939","19931","19815","20236","20571","21141","21314","21136","20679","20958","20566","20341","20927","21110","20737","20862","21144","21671","24727","24794","24579","24896","22665","21282","20401","18854","18798","19398","20422","20192","20330","20568","20457","20860","19535","19039","18323","17558","18297","17113","16955","18041","19275","19729","18727","18395","18550","18961","20177","21005","21190","21481","22212","22744","21740","21867","21609","20963","21165","20362","19704","19269","18310","17546","16538","15890","16674","11890","11633","11302","11634","10171","9488","8960","8466","8098","7638","7341","6836","5952","5782","5477","5202","4683","26070","1541706"
"Iowa","2014","2","18933","19068","19146","18790","19644","19597","20318","20381","20211","19901","19838","19701","19533","19946","20192","19781","19926","19803","20492","23553","23514","23389","23343","21095","20285","18720","18179","18082","18657","19533","19053","19706","19651","19585","20245","18836","18347","17899","17144","17471","16612","16745","17742","19059","19024","18514","17931","18268","18768","20026","20803","21386","22035","22611","22649","21958","21980","21914","21364","21166","20508","19866","19452","18759","17615","17203","16948","17510","12732","12684","12586","12969","11503","11047","10586","10239","9950","9396","9218","9051","8179","8017","7996","7562","7616","52632","1563867"
"Kansas","2014","0","39922","40353","39784","39973","40575","40082","41406","40976","40551","40240","40350","40030","39122","40128","40663","39578","39749","39182","39122","41910","43873","43293","44391","42786","39131","37369","36465","36400","37755","38283","37843","38650","38919","38464","38918","36015","34747","34377","33179","33440","31795","32063","33138","35315","35586","33844","32481","32928","33947","36305","38156","39109","39652","40581","40515","39367","39366","39691","38110","37904","36381","34889","33483","32407","30795","29562","28728","30153","21531","21367","21187","21310","18553","17010","16182","15450","14999","13924","13394","13003","11944","11518","11031","10546","10240","63827","2881261"
"Kansas","2014","1","20523","20744","20395","20514","20757","20540","21153","21051","20569","20668","20587","20415","20015","20686","20968","20352","20379","20092","20160","21777","22737","22469","22811","22174","20120","19312","18410","18258","19023","19257","18797","19342","19582","19515","19693","18201","17443","17142","16725","16739","15903","15903","16581","17606","17793","16918","16294","16401","16993","18089","18911","19317","19626","20008","19814","19325","19219","19429","18891","18728","17762","17060","16335","15873","15168","14467","13970","14619","10398","10231","10021","9993","8599","7748","7422","7071","6619","6188","5953","5681","5102","4805","4536","4287","4023","21879","1427654"
"Kansas","2014","2","19399","19609","19389","19459","19818","19542","20253","19925","19982","19572","19763","19615","19107","19442","19695","19226","19370","19090","18962","20133","21136","20824","21580","20612","19011","18057","18055","18142","18732","19026","19046","19308","19337","18949","19225","17814","17304","17235","16454","16701","15892","16160","16557","17709","17793","16926","16187","16527","16954","18216","19245","19792","20026","20573","20701","20042","20147","20262","19219","19176","18619","17829","17148","16534","15627","15095","14758","15534","11133","11136","11166","11317","9954","9262","8760","8379","8380","7736","7441","7322","6842","6713","6495","6259","6217","41948","1453607"
"Kentucky","2014","0","55075","55600","55238","55082","55238","54744","57008","57198","56687","56343","56647","56053","55523","57340","58182","57279","56741","56636","55826","57165","58909","60048","62719","65127","63641","58936","55710","53429","54192","54400","54423","55998","55809","57057","58367","55425","55170","54709","52895","54393","52804","54009","57454","60608","59816","57147","56303","56785","57969","62537","63501","63781","63328","64041","64422","62713","62931","62059","59892","59999","57976","55230","54063","52141","51035","50143","49133","51505","36990","36519","35514","36213","31681","29613","28076","26267","25023","21971","21097","20035","17934","16854","15702","14482","13867","75895","4394020"
"Kentucky","2014","1","28258","28572","28225","28532","28369","27815","29021","29201","29072","28674","28838","28742","28553","29432","29892","29220","28978","28950","28796","29495","30593","30707","31743","32563","31536","29422","27898","26770","27377","27111","27103","27758","27588","28180","29060","27642","27586","27284","26289","27057","26279","26714","28740","30297","29826","28310","27816","28150","28741","31006","31164","31354","30828","31311","31675","30619","30404","29928","29068","29086","27899","26455","25988","25061","24435","24127","23424","24451","17444","17256","16549","16790","14587","13433","12654","11844","11233","9622","9169","8482","7445","6882","6340","5733","5183","24724","2156428"
"Kentucky","2014","2","26817","27028","27013","26550","26869","26929","27987","27997","27615","27669","27809","27311","26970","27908","28290","28059","27763","27686","27030","27670","28316","29341","30976","32564","32105","29514","27812","26659","26815","27289","27320","28240","28221","28877","29307","27783","27584","27425","26606","27336","26525","27295","28714","30311","29990","28837","28487","28635","29228","31531","32337","32427","32500","32730","32747","32094","32527","32131","30824","30913","30077","28775","28075","27080","26600","26016","25709","27054","19546","19263","18965","19423","17094","16180","15422","14423","13790","12349","11928","11553","10489","9972","9362","8749","8684","51171","2237592"
"Louisiana","2014","0","61601","61670","61775","61750","61838","62019","63957","64117","62346","61431","61150","60562","60248","62117","63452","61959","61179","60321","58335","58026","62209","65223","69714","74287","73419","69529","66000","65506","66413","67490","65688","65962","65743","64469","65046","59689","58354","57187","54393","54049","52327","53224","55622","58298","58209","56375","56078","56612","57913","62126","63481","63728","63870","65369","66620","64749","63900","64113","62036","61844","58965","55688","53804","52360","50356","48407","47173","49326","35851","35664","34426","34625","30455","28082","26723","24759","23765","21540","20532","19572","17341","16559","15682","14526","13460","74426","4630784"
"Louisiana","2014","1","31401","31464","31486","31595","31358","31688","32414","32726","31887","31327","31210","30846","30779","31714","32352","31631","31240","30723","29713","29460","31260","33022","34843","36678","36129","34170","32599","32849","32995","33250","32433","32552","32526","31948","32370","29380","29026","28070","26640","26577","25746","26102","27274","28252","28447","27745","27468","27670","28130","30375","31045","31040","30774","31605","32311","31529","30916","31109","29898","29720","28180","26841","25724","24720","23856","22890","22477","23340","16730","16446","15856","15904","13701","12493","11883","10900","10355","9343","8706","8229","7204","6759","6147","5553","5153","25016","2257893"
"Louisiana","2014","2","30200","30206","30289","30155","30480","30331","31543","31391","30459","30104","29940","29716","29469","30403","31100","30328","29939","29598","28622","28566","30949","32201","34871","37609","37290","35359","33401","32657","33418","34240","33255","33410","33217","32521","32676","30309","29328","29117","27753","27472","26581","27122","28348","30046","29762","28630","28610","28942","29783","31751","32436","32688","33096","33764","34309","33220","32984","33004","32138","32124","30785","28847","28080","27640","26500","25517","24696","25986","19121","19218","18570","18721","16754","15589","14840","13859","13410","12197","11826","11343","10137","9800","9535","8973","8307","49410","2372891"
"Maine","2014","0","12709","12872","13051","12909","13238","13557","14034","14275","14541","14774","14772","14630","14735","15192","15615","15759","16066","16248","16807","16965","16542","16107","15544","14990","15433","15438","15666","15591","15525","15359","14711","14817","14899","15065","15028","14686","14586","14241","14107","14791","14704","15364","16645","17906","18023","17568","17810","18340","18707","19854","20901","21305","21620","22132","22082","22014","22013","22001","21180","20950","20861","20231","19666","18882","18559","18310","18329","19194","13346","13177","13246","13509","11536","10215","9514","9014","8684","8042","7745","7351","6583","6465","6293","5853","5380","31721","1328700"
"Maine","2014","1","6516","6609","6678","6560","6863","6897","7207","7301","7490","7566","7617","7492","7567","7797","7996","8054","8291","8340","8626","8825","8635","8261","7918","7618","7674","7746","7877","7783","7754","7620","7231","7332","7220","7429","7529","7235","7163","6975","6971","7244","7153","7487","8177","8814","8933","8665","8691","8883","9239","9705","10273","10379","10637","10780","10768","10699","10616","10772","10198","10189","10111","9731","9496","9004","9070","8894","8958","9478","6575","6366","6381","6482","5463","4816","4353","4167","3898","3652","3559","3259","2916","2807","2695","2362","2109","10862","650029"
"Maine","2014","2","6193","6263","6373","6349","6375","6660","6827","6974","7051","7208","7155","7138","7168","7395","7619","7705","7775","7908","8181","8140","7907","7846","7626","7372","7759","7692","7789","7808","7771","7739","7480","7485","7679","7636","7499","7451","7423","7266","7136","7547","7551","7877","8468","9092","9090","8903","9119","9457","9468","10149","10628","10926","10983","11352","11314","11315","11397","11229","10982","10761","10750","10500","10170","9878","9489","9416","9371","9716","6771","6811","6865","7027","6073","5399","5161","4847","4786","4390","4186","4092","3667","3658","3598","3491","3271","20859","678671"
"Maryland","2014","0","73284","73552","73825","75016","74077","73855","75892","75770","75070","74391","74863","74066","74055","76578","77224","76151","76158","76717","79703","77624","77907","79206","77788","80249","83676","81995","83335","83088","82545","82988","79955","81170","81291","80107","81675","76550","75094","74082","71557","73420","70523","73132","78198","83179","84799","81349","81572","82525","84834","89798","92026","90721","89909","90900","90901","87817","86329","84458","80413","79445","75095","72495","68636","66451","63966","62335","61723","64135","46735","45836","44192","45060","39400","35216","32709","30626","29194","26478","25087","23772","21534","21111","19866","18615","17628","111008","5947280"
"Maryland","2014","1","37442","37427","37690","38463","37827","37648","38633","38882","38170","37729","38167","37795","37832","39171","39350","38737","38999","38917","40566","39811","39904","40239","39090","40084","42336","41209","41350","41089","40611","40868","38836","39691","39646","38927","39969","37249","36505","35779","34489","35346","33926","35025","37312","39741","40924","38903","38955","39338","40656","43236","44246","43368","43008","43520","43794","41803","41456","40149","38144","37801","35296","33819","32122","30906","29852","28928","28563","29691","21538","20942","20063","20537","17843","15637","14500","13618","12765","11587","10841","9987","8893","8706","8009","7400","6875","36441","2873137"
"Maryland","2014","2","35842","36125","36135","36553","36250","36207","37259","36888","36900","36662","36696","36271","36223","37407","37874","37414","37159","37800","39137","37813","38003","38967","38698","40165","41340","40786","41985","41999","41934","42120","41119","41479","41645","41180","41706","39301","38589","38303","37068","38074","36597","38107","40886","43438","43875","42446","42617","43187","44178","46562","47780","47353","46901","47380","47107","46014","44873","44309","42269","41644","39799","38676","36514","35545","34114","33407","33160","34444","25197","24894","24129","24523","21557","19579","18209","17008","16429","14891","14246","13785","12641","12405","11857","11215","10753","74567","3074143"
"Massachusetts","2014","0","73200","73225","72928","74279","72423","72560","75291","75699","75766","77006","78351","78865","78514","80492","81941","82203","83033","84692","98829","108391","104756","101938","97518","91235","95114","95296","96356","97320","96574","95759","91228","90606","89320","87083","88198","83789","81388","79770","77950","81197","79036","80825","85619","91917","94748","91609","92022","93572","96167","101469","102935","102013","101513","102600","102167","99676","98676","96754","92815","91787","87639","84115","80392","78006","75396","73686","72393","76382","54843","53633","52413","54021","45793","41173","38459","36274","35055","32814","31142","30319","27595","27258","26347","25296","24147","157194","6739788"
"Massachusetts","2014","1","37405","37394","37386","38019","37107","37095","38645","38638","38607","39351","40149","40253","39880","40999","41974","41988","42322","43212","49099","53273","52245","50387","48755","46330","47690","47700","48015","47946","47896","47628","45479","44743","44228","42770","43326","40960","39963","39161","38185","39767","38619","39294","41604","44512","46237","44582","44848","45449","46800","49746","50022","49689","49409","49880","49860","48214","47887","46680","44556","44209","42104","40118","38253","37009","35633","34731","33975","35941","25506","24894","24080","24828","20879","18431","17020","16092","15321","14215","13284","12799","11460","11134","10595","9785","9066","50893","3266113"
"Massachusetts","2014","2","35795","35831","35542","36260","35316","35465","36646","37061","37159","37655","38202","38612","38634","39493","39967","40215","40711","41480","49730","55118","52511","51551","48763","44905","47424","47596","48341","49374","48678","48131","45749","45863","45092","44313","44872","42829","41425","40609","39765","41430","40417","41531","44015","47405","48511","47027","47174","48123","49367","51723","52913","52324","52104","52720","52307","51462","50789","50074","48259","47578","45535","43997","42139","40997","39763","38955","38418","40441","29337","28739","28333","29193","24914","22742","21439","20182","19734","18599","17858","17520","16135","16124","15752","15511","15081","106301","3473675"
"Michigan","2014","0","112448","113175","113750","115039","115880","116553","120068","122129","122779","123888","126112","125582","126759","131750","134158","133533","134410","135777","137269","135619","141650","146110","147082","150889","144530","129056","122953","117638","118969","119316","114941","117770","118219","118737","121506","115918","113953","112707","109546","113428","112529","116349","124328","133983","135264","128897","127594","130125","132280","139806","144950","145384","146837","149214","150181","148385","150110","149434","143227","141497","136131","130683","126949","122424","117461","113377","110941","115830","83366","81557","81109","84798","73790","65919","61058","57857","54872","50054","48585","46203","40719","39580","37927","36649","35040","210821","9905670"
"Michigan","2014","1","57519","57799","58478","59288","59335","59532","61304","62512","62774","63575","64200","64196","64861","67283","68705","68215","68774","69461","70259","69764","72261","74259","74788","76079","73415","65541","61982","59337","60141","59951","57389","58875","58860","58918","60362","57246","56561","56147","54275","56239","55477","57429","61386","66144","67169","64033","63372","64355","65466","69089","71734","71815","72366","73125","73711","72774","73503","72646","69657","68748","65939","63063","61392","58858","56647","54120","52931","55311","39639","38714","38326","39742","34448","30229","28035","26423","24733","21968","21291","20113","17132","16419","15374","14519","13683","71340","4864848"
"Michigan","2014","2","54929","55376","55272","55751","56545","57021","58764","59617","60005","60313","61912","61386","61898","64467","65453","65318","65636","66316","67010","65855","69389","71851","72294","74810","71115","63515","60971","58301","58828","59365","57552","58895","59359","59819","61144","58672","57392","56560","55271","57189","57052","58920","62942","67839","68095","64864","64222","65770","66814","70717","73216","73569","74471","76089","76470","75611","76607","76788","73570","72749","70192","67620","65557","63566","60814","59257","58010","60519","43727","42843","42783","45056","39342","35690","33023","31434","30139","28086","27294","26090","23587","23161","22553","22130","21357","139481","5040822"
"Minnesota","2014","0","69399","69915","69150","69972","70207","70441","72745","73335","72452","72529","73011","71457","70158","71586","72102","70763","70994","71610","70276","72880","73353","73838","75496","70395","70913","70491","71453","72300","74430","76764","74509","76460","77128","76287","76390","71604","68697","66666","64064","65165","61921","62383","65082","71100","72382","69733","67959","68647","71191","75577","78285","80142","80380","82922","83303","80236","79322","77502","74386","73209","70641","67949","66012","62822","59730","56642","54953","56878","41199","40775","39956","41351","35786","33062","31089","29495","28037","26015","24863","23534","21408","20991","20183","19148","18115","116662","5454343"
"Minnesota","2014","1","35537","35754","35460","35834","35849","36171","36820","37402","36892","36837","37273","36577","35890","36617","37136","35997","36243","36672","35892","36796","37045","37266","38047","35737","36786","35783","36756","36903","37646","38626","37409","38537","38855","38264","39000","36489","34882","33825","32451","33056","31277","31501","32745","35888","36474","35195","34185","34301","35560","37811","39316","40032","39910","41508","41611","39830","39222","38572","37209","36499","35045","33662","32478","30994","29412","27822","26584","27493","19763","19688","19125","19695","16837","15386","14375","13670","12875","11638","11081","10435","9443","8956","8476","7961","7365","39731","2709648"
"Minnesota","2014","2","33862","34161","33690","34138","34358","34270","35925","35933","35560","35692","35738","34880","34268","34969","34966","34766","34751","34938","34384","36084","36308","36572","37449","34658","34127","34708","34697","35397","36784","38138","37100","37923","38273","38023","37390","35115","33815","32841","31613","32109","30644","30882","32337","35212","35908","34538","33774","34346","35631","37766","38969","40110","40470","41414","41692","40406","40100","38930","37177","36710","35596","34287","33534","31828","30318","28820","28369","29385","21436","21087","20831","21656","18949","17676","16714","15825","15162","14377","13782","13099","11965","12035","11707","11187","10750","76931","2744695"
"Mississippi","2014","0","37872","38086","39143","39193","39814","40630","42826","43312","41686","41087","40739","40049","39973","41720","42626","41307","41044","40161","40811","42456","42380","43640","45322","45951","44985","41250","38342","37123","37685","38489","37086","38401","38670","38944","39943","37162","36273","36573","34898","35683","34526","35803","37250","39010","38878","36533","35940","35784","36515","39475","40362","40538","40656","41075","41996","40612","40013","40510","39042","39109","37315","35247","34370","33665","33043","31669","31473","32940","24082","23841","23298","23536","20774","19242","18580","17505","16831","15094","14300","13629","11624","11142","10423","9747","9018","49635","2978985"
"Mississippi","2014","1","19407","19600","19791","20083","20280","20692","21719","22293","21293","21041","20896","20599","20329","21339","21838","21087","21039","20528","20769","21101","21200","21931","22850","23091","21990","20574","18897","17967","18459","18702","17913","18699","18731","19083","19585","18025","17584","17714","16776","17310","16515","17270","18024","18808","18823","17630","17473","17205","17593","19028","19472","19575","19651","19618","20078","19417","19312","19541","18636","18606","17575","16618","16242","15910","15605","15056","14949","15702","11261","11087","10801","10765","9430","8565","8180","7769","7364","6541","6061","5642","4634","4359","3981","3649","3403","15610","1441839"
"Mississippi","2014","2","18465","18486","19352","19110","19534","19938","21107","21019","20393","20046","19843","19450","19644","20381","20788","20220","20005","19633","20042","21355","21180","21709","22472","22860","22995","20676","19445","19156","19226","19787","19173","19702","19939","19861","20358","19137","18689","18859","18122","18373","18011","18533","19226","20202","20055","18903","18467","18579","18922","20447","20890","20963","21005","21457","21918","21195","20701","20969","20406","20503","19740","18629","18128","17755","17438","16613","16524","17238","12821","12754","12497","12771","11344","10677","10400","9736","9467","8553","8239","7987","6990","6783","6442","6098","5615","34025","1537146"
"Missouri","2014","0","74184","74647","74602","75090","75795","76020","78448","78759","78698","77830","78088","77304","76727","79043","80471","78715","79246","78923","76404","80378","83002","84749","88858","88284","85548","81125","78215","77762","80095","80328","77905","80303","79939","79715","80522","75201","73067","72015","68819","70968","67913","69366","73764","78430","78464","74159","72399","73848","75726","82347","85352","87010","88274","90165","90070","87327","86800","86376","82765","81434","78719","75144","72883","70743","68274","66627","65313","68538","49864","49782","49613","50973","44880","41405","38498","36511","34524","31750","30377","29110","26507","25535","23936","22543","20924","125005","6045759"
"Missouri","2014","1","38011","38332","38242","38604","39025","38810","40026","40063","40148","39686","39950","39640","39328","40216","41116","40525","40624","40421","39200","40913","42145","43212","44514","44217","42540","40281","38990","38541","39889","40156","38574","39900","39551","39537","40007","37837","36390","35747","33983","35130","33644","34168","36305","38724","38892","36844","35801","36318","37243","40665","42125","42945","43293","44119","44292","42946","42338","41864","40141","39368","37862","36000","34726","33520","32527","31518","31013","32260","23517","23410","23172","23612","20743","18999","17481","16536","15489","14027","13473","12563","11203","10721","9892","9070","8125","41713","2959228"
"Missouri","2014","2","36173","36315","36360","36486","36770","37210","38422","38696","38550","38144","38138","37664","37399","38827","39355","38190","38622","38502","37204","39465","40857","41537","44344","44067","43008","40844","39225","39221","40206","40172","39331","40403","40388","40178","40515","37364","36677","36268","34836","35838","34269","35198","37459","39706","39572","37315","36598","37530","38483","41682","43227","44065","44981","46046","45778","44381","44462","44512","42624","42066","40857","39144","38157","37223","35747","35109","34300","36278","26347","26372","26441","27361","24137","22406","21017","19975","19035","17723","16904","16547","15304","14814","14044","13473","12799","83292","3086531"
"Montana","2014","0","12269","12207","12147","12234","12337","12664","12847","13126","12776","12547","12424","12448","12311","12561","12381","12432","12595","12718","12518","13560","14023","14692","15497","15155","14076","12958","12559","12052","12267","12835","12806","13178","13114","12830","13001","12195","12147","11761","11077","11149","10742","10756","11193","12082","12053","11565","11186","11326","11708","12764","13481","14009","14498","15016","15359","15192","15663","15745","15494","15451","15328","15197","14626","14068","13618","13115","12680","13063","9598","9532","9284","9582","8156","7640","7085","6606","6165","5863","5324","5073","4494","4230","4093","3860","3727","21985","1019749"
"Montana","2014","1","6272","6210","6165","6093","6211","6518","6628","6716","6637","6413","6307","6278","6240","6402","6450","6381","6528","6597","6580","7193","7298","7616","8171","7861","7146","6717","6386","6149","6160","6463","6463","6722","6652","6568","6631","6322","6263","5967","5659","5648","5506","5463","5699","6070","6037","5781","5651","5688","5874","6304","6708","6918","7172","7389","7442","7463","7633","7651","7602","7461","7544","7541","7362","7052","6848","6669","6475","6672","4813","4807","4652","4819","4051","3775","3507","3267","2968","2773","2528","2381","2097","1924","1818","1661","1576","8101","510874"
"Montana","2014","2","5997","5997","5982","6141","6126","6146","6219","6410","6139","6134","6117","6170","6071","6159","5931","6051","6067","6121","5938","6367","6725","7076","7326","7294","6930","6241","6173","5903","6107","6372","6343","6456","6462","6262","6370","5873","5884","5794","5418","5501","5236","5293","5494","6012","6016","5784","5535","5638","5834","6460","6773","7091","7326","7627","7917","7729","8030","8094","7892","7990","7784","7656","7264","7016","6770","6446","6205","6391","4785","4725","4632","4763","4105","3865","3578","3339","3197","3090","2796","2692","2397","2306","2275","2199","2151","13884","508875"
"Nebraska","2014","0","25903","26012","26007","25955","26301","26397","26861","26748","26575","26383","26409","25905","25435","25655","25582","24997","24761","24723","25014","28138","28618","28530","28583","26317","24760","23484","23889","23929","24987","25729","25152","25812","25938","25536","25715","23620","23116","22609","21652","22492","21055","21072","22141","22852","23040","21869","21178","21424","21914","23711","24478","25329","25635","26245","26741","25689","25444","25058","24580","24383","23563","22482","22155","21152","20365","19368","18642","19122","13637","13759","13568","13698","11976","10998","10576","10171","9890","9405","8798","8655","7782","7634","7524","7241","6693","41852","1874773"
"Nebraska","2014","1","13276","13339","13238","13210","13489","13478","13817","13662","13627","13528","13583","13266","12856","13098","13102","12864","12617","12585","12578","14487","14428","14674","14419","13487","12805","11998","12212","12274","12687","13013","12782","13097","13031","12933","13072","11976","11734","11452","10979","11437","10581","10628","11135","11627","11638","11044","10671","10795","11120","11966","12182","12639","12738","12974","13306","12880","12633","12445","12290","12026","11622","10983","10864","10257","9856","9517","9095","9266","6634","6613","6599","6498","5566","4998","4878","4647","4444","4186","3854","3797","3342","3169","3046","2960","2648","14383","931230"
"Nebraska","2014","2","12627","12673","12769","12745","12812","12919","13044","13086","12948","12855","12826","12639","12579","12557","12480","12133","12144","12138","12436","13651","14190","13856","14164","12830","11955","11486","11677","11655","12300","12716","12370","12715","12907","12603","12643","11644","11382","11157","10673","11055","10474","10444","11006","11225","11402","10825","10507","10629","10794","11745","12296","12690","12897","13271","13435","12809","12811","12613","12290","12357","11941","11499","11291","10895","10509","9851","9547","9856","7003","7146","6969","7200","6410","6000","5698","5524","5446","5219","4944","4858","4440","4465","4478","4281","4045","27469","943543"
"Nevada","2014","0","34862","34778","34452","35645","36660","37009","38832","38679","37803","37324","37599","36824","36459","37296","37837","37057","37078","37031","34084","31306","32251","33971","36486","40942","42887","41578","40392","39742","39669","40291","38802","39986","40288","39600","40550","38289","37328","37470","36121","37112","36631","36975","38506","40499","41403","38756","37429","36968","37308","39227","39649","38925","38144","38528","38501","36873","36692","36517","35991","35667","34452","33313","32251","31674","32087","31294","31994","33047","24863","24270","23929","23865","20941","18849","17911","16339","15207","13710","12570","11610","10200","9500","8665","7928","7391","37764","2827183"
"Nevada","2014","1","17804","17753","17689","18165","18614","18900","19965","19725","19360","18967","19036","18828","18567","19327","19461","18941","18877","18971","17671","16262","16630","17442","18250","20528","21324","20889","20323","20443","20178","20312","19725","20127","20121","19999","20861","19489","18822","18729","18104","18753","18446","18614","19289","20623","21414","19857","19147","18857","19168","20117","20238","19647","19411","19417","19545","18460","18306","17955","17656","17325","16747","16127","15501","15478","15495","15270","15634","16207","12202","11662","11536","11669","10162","9063","8813","8004","7394","6487","5997","5507","4774","4439","4071","3617","3212","14538","1417030"
"Nevada","2014","2","17058","17025","16763","17480","18046","18109","18867","18954","18443","18357","18563","17996","17892","17969","18376","18116","18201","18060","16413","15044","15621","16529","18236","20414","21563","20689","20069","19299","19491","19979","19077","19859","20167","19601","19689","18800","18506","18741","18017","18359","18185","18361","19217","19876","19989","18899","18282","18111","18140","19110","19411","19278","18733","19111","18956","18413","18386","18562","18335","18342","17705","17186","16750","16196","16592","16024","16360","16840","12661","12608","12393","12196","10779","9786","9098","8335","7813","7223","6573","6103","5426","5061","4594","4311","4179","23226","1410153"
"New Hampshire","2014","0","12561","12765","12703","13391","13125","13512","14067","14550","14862","15061","15374","15683","15747","15980","16613","16646","17294","17207","18518","19713","19903","20073","18273","16318","15370","15022","15332","15693","16152","15355","14937","15114","15254","15188","15441","14641","14512","14183","14027","15081","14725","15765","17277","18758","19138","18651","18709","19377","19639","21240","22127","22178","22256","22830","22770","22438","22254","21890","20686","20466","19473","18847","17992","17103","16529","16439","16554","17242","11956","11532","11366","11818","10049","8735","8174","7575","7096","6614","6420","6140","5507","5433","5153","4848","4537","27875","1325422"
"New Hampshire","2014","1","6411","6501","6386","6889","6659","6878","7215","7340","7597","7635","7733","7995","7962","8165","8647","8596","8897","8868","9244","9877","9960","9972","9256","8372","8221","7786","7774","8133","8319","7797","7505","7699","7655","7601","7728","7388","7103","7002","6881","7401","7260","7719","8510","9314","9584","9249","9253","9622","9617","10518","10881","10928","10964","11306","11255","11058","11025","10766","10302","10128","9465","9296","8876","8504","8164","8013","8092","8418","5730","5586","5610","5725","4796","4124","3854","3608","3252","3016","2869","2744","2438","2362","2192","2021","1788","9392","654242"
"New Hampshire","2014","2","6150","6264","6317","6502","6466","6634","6852","7210","7265","7426","7641","7688","7785","7815","7966","8050","8397","8339","9274","9836","9943","10101","9017","7946","7149","7236","7558","7560","7833","7558","7432","7415","7599","7587","7713","7253","7409","7181","7146","7680","7465","8046","8767","9444","9554","9402","9456","9755","10022","10722","11246","11250","11292","11524","11515","11380","11229","11124","10384","10338","10008","9551","9116","8599","8365","8426","8462","8824","6226","5946","5756","6093","5253","4611","4320","3967","3844","3598","3551","3396","3069","3071","2961","2827","2749","18483","671180"
"New Jersey","2014","0","104144","105577","106408","109009","107381","106407","109721","111430","111174","112117","113962","113445","113003","115537","117977","117071","118292","119417","114004","107624","112108","116234","115357","113813","115709","111266","111024","113643","114840","115702","112911","114761","115096","115006","119898","114024","112985","112823","110960","115263","111971","114408","119627","127401","131814","126310","126199","127332","131397","137760","139337","137840","136765","137631","137932","133619","131265","128663","122957","120369","112936","107555","102245","98565","95984","91781","91313","97172","72317","69552","66877","70887","61232","54321","51639","48925","46984","43583","41522","39712","36217","35478","34525","32946","31560","194960","8928508"
"New Jersey","2014","1","53209","53913","54147","55714","54708","54328","55770","56607","56909","57276","58034","57955","57576","59143","60280","60038","60502","61059","59122","55751","57278","59319","59017","58213","59515","57649","56664","57661","58144","58438","56914","57546","57068","56953","59561","56162","55882","55593","54896","57328","55195","56139","58784","62262","64651","61578","61674","61830","64063","67087","67680","67209","67105","67380","67346","64891","63354","62094","59117","57786","54255","51370","48787","46515","45246","42946","42671","45016","33164","31928","30608","31988","27398","23911","22545","21468","20310","18740","17684","16443","14926","14335","13565","12763","12081","64138","4353868"
"New Jersey","2014","2","50935","51664","52261","53295","52673","52079","53951","54823","54265","54841","55928","55490","55427","56394","57697","57033","57790","58358","54882","51873","54830","56915","56340","55600","56194","53617","54360","55982","56696","57264","55997","57215","58028","58053","60337","57862","57103","57230","56064","57935","56776","58269","60843","65139","67163","64732","64525","65502","67334","70673","71657","70631","69660","70251","70586","68728","67911","66569","63840","62583","58681","56185","53458","52050","50738","48835","48642","52156","39153","37624","36269","38899","33834","30410","29094","27457","26674","24843","23838","23269","21291","21143","20960","20183","19479","130822","4574640"
"New Mexico","2014","0","26870","27192","27301","27786","27984","27571","29027","28795","28496","28468","28203","27556","27754","28010","28234","27716","27610","27376","27364","27869","28622","29486","30418","30627","29967","28115","27517","27225","27355","27895","27311","27409","27413","26696","27160","25218","24257","23970","23618","23716","22782","23150","23952","24736","25295","24197","23492","23677","24040","26281","26956","27788","28526","29234","29353","28193","28353","28338","27880","27861","26896","26494","25454","25016","24886","24108","23822","24387","18432","18140","17484","17433","15425","14229","13380","12767","11925","11049","10444","9873","8661","8060","7768","7168","6927","37373","2072862"
"New Mexico","2014","1","13674","13821","13947","13953","14232","13983","14917","14714","14546","14557","14159","13967","14197","14200","14359","14114","14153","13991","13950","14455","14874","15284","15448","15517","15585","14223","14133","13927","13898","14095","13860","13952","13854","13512","13793","12633","12164","11997","11899","11705","11340","11283","11835","12226","12503","11953","11557","11715","11720","12834","13052","13570","14101","14246","14159","13577","13618","13711","13216","13427","12793","12501","12036","11836","11988","11648","11387","11636","8862","8591","8166","8288","7224","6611","6260","5901","5426","5118","4770","4356","3925","3628","3348","3153","2967","13876","1022180"
