"stateName","year","sex","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"Australia",1996,3,123654,125153,126293,127927,127666,127745,127206,124673,124126,124206,123123,127225,127377,125579,123194,121537,121300,122423,124856,128144,132051,135804,138644,139973,140348,140592,140961,141141,141134,141511,141184,140893,141159,142336,143665,144821,145170,144762,143286,140955,137781,134868,132920,132399,132527,133285,133119,130946,125924,118822,111184,104168,97955,93210,89580,86501,83306,80252,77349,74588,71983,69832,68503,68152,68566,69084,69407,69574,69523,69137,68656,67928,66282,63413,59743,55635,51723,48326,45789,43714,41697,39204,36284,32935,29306,25742,22430,19223,16245,13505,10997,8801,6964,5480,4259,3234,2401,1733,1209,809,1300
"Australia",1997,2,129338,130905,132370,133621,135152,134861,135431,134640,131387,131062,131312,130059,134126,134252,132493,130529,129226,128854,129924,132371,135778,139550,143364,146152,147178,146695,146075,145931,145580,145079,144779,144216,143837,143771,144505,145536,146570,146893,146381,144530,141659,137862,134232,132081,132146,133311,134929,135629,134244,129737,122875,115348,108480,102379,97576,93707,90366,86848,83196,79649,76192,72769,69735,67656,66825,66663,66669,66364,65494,63789,61488,58961,56352,53117,49306,45004,40521,36391,32703,29695,27106,24601,22021,19412,16677,14028,11555,9422,7513,5913,4565,3442,2519,1810,1290,908,617,407,259,162,228
"Australia",1997,3,122569,123995,125513,126673,128312,128158,128390,127854,125322,124776,124909,123856,127958,128109,126307,124299,122915,122671,123789,126218,129538,133509,137262,140099,141429,141618,141852,142221,142403,142395,142634,142200,141906,142169,143340,144548,145549,145889,145470,143984,141577,138219,135295,133332,132797,132820,133434,133248,131056,126020,118851,111158,104133,97911,93153,89525,86435,83221,80149,77225,74407,71764,69584,68217,67813,68127,68538,68784,68867,68728,68236,67611,66778,65035,62089,58316,54081,50127,46682,44078,41813,39610,37006,34008,30629,26962,23399,20162,17069,14233,11655,9339,7346,5705,4402,3350,2487,1804,1271,864,1404
"Australia",1998,2,128156,129707,131289,132774,134034,135632,135460,136032,135243,131992,131706,131989,130733,134795,134914,133562,131965,130639,130245,131299,133735,137103,140863,144672,147459,147919,147019,146407,146270,145921,145589,145382,144820,144440,144372,145046,145991,147015,147327,146797,144884,141970,138156,134507,132334,132342,133439,135020,135685,134265,129658,122674,115130,108240,102113,97241,93337,89954,86394,82701,79082,75559,72090,69009,66874,65883,65554,65450,65027,64035,62187,59733,57108,54404,51103,47202,42844,38393,34295,30632,27624,24997,22493,19947,17405,14799,12316,10017,8056,6332,4904,3721,2756,1979,1394,973,670,446,287,178,252
"Australia",1998,3,121809,122887,124338,125873,127038,128761,128714,128948,128413,125882,125336,125521,124467,128567,128715,127280,125647,124256,124005,125119,127532,130886,134854,138605,141442,142527,142532,142767,143137,143318,143290,143391,142955,142657,142915,143997,145085,146077,146405,145976,144384,141902,138532,135595,133618,133005,132922,133516,133308,131097,125980,118745,111044,104010,97780,92993,89367,86259,83027,79937,76957,74082,71412,69200,67791,67325,67538,67873,68040,68038,67798,67197,66468,65527,63684,60590,56715,52443,48454,44973,42239,39772,37446,34746,31689,28259,24585,21107,17973,15020,12350,9954,7844,6061,4617,3491,2599,1887,1336,919,1526
"Australia",1999,2,127233,128581,130150,131751,133242,134593,136256,136086,136660,135872,132619,132372,132654,131394,135448,136030,135078,133457,132112,131704,132989,135412,138770,142524,146331,148540,148437,147548,146942,146808,146503,146339,146132,145570,145188,145009,145621,146556,147567,147861,147172,145195,142263,138430,134761,132485,132432,133495,135038,135665,134147,129437,122432,114868,107955,101763,96819,92876,89450,85847,82123,78429,74860,71351,68228,65962,64811,64387,64167,63621,62438,60444,57889,55170,52379,48963,44980,40637,36224,32164,28586,25592,22973,20492,17998,15500,13037,10717,8600,6819,5278,4021,2998,2180,1536,1061,724,488,318,199,281
"Australia",1999,3,121276,122211,123305,124778,126317,127555,129362,129316,129553,129018,126500,125954,126137,125083,129178,129777,128708,127067,125670,125415,126705,129103,132455,136421,140172,142694,143536,143544,143778,144147,144162,144115,144212,143774,143470,143531,144524,145603,146583,146899,146347,144649,142156,138771,135822,133725,133032,132930,133500,133269,130994,125797,118552,110844,103802,97580,92766,89125,85999,82747,79637,76602,73701,71004,68755,67288,66761,66906,67167,67254,67131,66788,66088,65252,64199,62190,58949,55019,50717,46704,43133,40256,37684,35251,32473,29297,25844,22253,18888,15884,13093,10609,8415,6519,4945,3694,2736,1993,1415,978,1670
"Australia",2000,2,127345,127711,129084,130669,132277,133860,135299,136964,136796,137371,136570,133317,133067,133346,132079,136711,137749,136774,135133,133776,133639,135155,137570,140921,144675,147838,149471,149378,148496,147893,147763,147502,147338,147130,146567,146022,145730,146335,147255,148247,148389,147539,145542,142591,138737,134938,132556,132472,133498,135000,135498,133881,129141,122113,114525,107538,101280,96301,92317,88848,85206,81449,77712,74103,70559,67343,64946,63720,63194,62853,62112,60737,58629,55978,53175,50235,46712,42718,38395,34026,30043,26560,23597,21005,18565,16108,13677,11364,9219,7294,5698,4339,3250,2379,1698,1172,793,530,349,222,315
"Australia",2000,3,121206,121738,122693,123804,125282,126912,128221,130031,129986,130224,129663,127158,126612,126794,125736,130434,131480,130405,128758,127358,127402,128867,131265,134613,138580,141884,144092,144936,144945,145178,145252,145101,145051,145144,144700,144243,144104,145089,146155,147124,147266,146590,144879,142371,138974,135911,133693,132982,132857,133403,133077,130738,125524,118271,110555,103496,97282,92455,88798,85651,82415,79284,76225,73295,70568,68251,66722,66137,66212,66393,66396,66146,65704,64900,63953,62742,60565,57250,53274,48952,44847,41173,38212,35549,33024,30056,26789,23388,19910,16688,13850,11247,8969,6993,5320,3956,2896,2098,1495,1036,1807
"Australia",2001,2,126901,127918,128308,129697,131287,132995,134670,136110,137777,137610,138185,137373,134118,133864,134138,133612,138817,139832,138838,137185,136126,136264,137773,140183,143533,146513,149035,150676,150589,149708,149015,148889,148628,148463,148253,147652,146945,146645,147238,148140,148851,148840,147970,145949,142978,138981,135051,132642,132523,133511,134927,135297,133641,128868,121814,114102,107040,100752,95738,91712,88226,84543,80741,76964,73319,69685,66377,63927,62620,61986,61454,60516,59013,56798,54062,51106,48028,44466,40467,36167,31832,27940,24515,21600,19055,16651,14255,11960,9811,7849,6119,4706,3524,2593,1863,1304,882,584,381,246,355
"Australia",2001,3,120574,121745,122298,123270,124385,125947,127667,128977,130789,130744,130977,130389,127884,127336,127516,127195,132495,133533,132454,130802,129808,130151,131613,134011,137358,140636,143493,145702,146545,146554,146585,146364,146211,146157,146244,145578,144964,144817,145791,146844,147628,147594,146905,145178,142656,139138,135963,133727,132998,132847,133278,132856,130493,125264,118001,110279,103201,96978,92137,88460,85318,82097,78940,75855,72896,70115,67726,66150,65502,65503,65537,65447,65097,64549,63636,62558,61185,58909,55526,51514,47054,42845,39120,36085,33344,30656,27528,24287,20968,17632,14582,11932,9539,7480,5728,4274,3115,2232,1581,1101,1950
"Australia",2002,2,126981,127380,128424,128828,130225,131994,133802,135478,136919,138588,138455,139029,138217,134958,134698,135136,135349,140531,141526,140521,139264,138506,138639,140144,142554,145686,147895,150422,152067,151982,151097,150314,150186,149924,149758,149324,148684,147972,147661,148237,149029,149460,149427,148534,146489,143397,139257,135301,132862,132706,133522,134853,135180,133480,128671,121543,113709,106619,100300,95250,91178,87673,83941,80097,76284,72521,68798,65451,62942,61544,60723,59996,58922,57296,54979,52051,48951,45811,42214,38210,33879,29598,25782,22435,19590,17073,14732,12463,10324,8351,6584,5052,3820,2812,2029,1431,981,650,421,268,398
"Australia",2007,2,133916,133966,132905,131242,130726,129739,130398,131837,132570,134220,136159,137943,139587,140987,142749,143335,145279,144955,141970,142092,143332,144877,151020,153166,153167,151299,148526,147873,148790,150504,153381,155501,157958,159367,159059,157923,156638,156082,155394,154821,153919,152822,151674,150985,151199,151543,151385,150801,149423,146981,143507,138957,134618,131753,131227,131698,132815,132873,130914,125791,118514,110670,103490,97064,91830,87506,83689,79595,75456,71310,67242,63267,59611,56591,54567,53005,51461,49534,47211,44324,40883,37342,33814,30061,26130,22248,18644,15531,12876,10641,8728,7073,5592,4310,3227,2344,1651,1138,762,498,757
"Australia",2007,3,127033,127057,126027,124299,124059,123553,123943,125435,126297,127575,128961,130537,132218,133518,135372,136088,137650,137306,134797,134381,135391,137379,143351,145058,144849,142807,140483,140982,142583,145081,148101,149998,152275,154068,154331,153821,153119,152436,151784,151175,150809,149599,148580,148153,148827,149347,149386,148934,147857,145769,142839,139018,135606,133137,132173,131819,132049,131489,129015,123677,116359,108676,101589,95387,90423,86648,83336,79864,76409,73094,69832,66735,63969,62015,60806,60138,59431,58551,57334,55954,54067,51944,49497,46308,42236,37592,32803,28449,24690,21441,18584,15957,13347,10893,8641,6636,4975,3672,2627,1834,3296
"Australia",2008,2,134625,134543,134616,133570,131912,131510,130634,131294,132734,133469,135104,137028,138811,140453,141848,144298,145570,147498,147158,144164,144971,146899,148437,154574,156719,155718,152847,150085,149437,150353,152022,154850,156965,159417,160824,160268,158884,157593,157028,156324,155540,154422,153306,152135,151418,151378,151463,151271,150650,149238,146622,142981,138401,134030,131122,130572,131015,132058,132038,130008,124895,117642,109768,102563,96116,90805,86397,82535,78394,74198,69984,65850,61816,58102,55018,52818,51054,49388,47347,44912,41860,38298,34746,31232,27544,23744,20038,16622,13694,11222,9156,7410,5919,4609,3493,2572,1835,1267,857,562,868
"Australia",2008,3,127703,127654,127703,126686,124964,124821,124413,124805,126298,127160,128402,129753,131328,133007,134305,136821,138201,139758,139411,136898,137267,139065,141051,147022,148728,147662,144758,142434,142935,144532,146692,149369,151261,153534,155321,155328,154561,153850,153159,152497,151741,151229,150003,148970,148527,148948,149214,149233,148759,147661,145500,142502,138662,135232,132740,131779,131425,131622,131026,128520,123200,115909,108212,101108,94885,89886,86068,82714,79202,75704,72321,68991,65843,63021,60999,59661,58845,58022,57026,55696,54060,51895,49620,47031,43743,39525,34803,30106,25860,22208,19069,16325,13830,11402,9162,7150,5394,3970,2874,2014,3674
"Australia",2009,2,135375,135251,135192,135279,134239,132692,132402,131527,132189,133630,134350,135971,137893,139674,141311,143392,146526,147782,149693,149341,147033,148526,150446,151982,158115,159259,157259,154398,151643,150997,151867,153490,156313,158423,160870,162029,161226,159835,158535,157955,157040,156042,154904,153764,152567,151597,151301,151350,151121,150462,148877,146087,142416,137802,133393,130470,129896,130268,131231,131128,129084,123977,116684,108785,101562,95045,89658,85212,81293,77092,72825,68541,64345,60257,56494,53263,50886,49012,47221,45057,42433,39235,35657,32115,28639,25051,21404,17882,14673,11948,9669,7785,6211,4885,3743,2789,2017,1412,955,634,991
"Australia",2009,3,128413,128321,128296,128357,127346,125722,125676,125269,125662,127156,127982,129188,130539,132113,133788,135745,138921,140295,141848,141498,139764,140916,142712,144698,150668,151522,149599,146696,144373,144873,146132,147952,150626,152513,154780,156311,156063,155288,154569,153866,153060,152157,151631,150389,149341,148648,148817,149062,149060,148562,147391,145160,142141,138283,134832,132347,131386,131002,131162,130525,128026,122722,115411,107697,100573,94321,89285,85428,82030,78473,74907,71453,68074,64872,61993,59859,58387,57461,56521,55409,53828,51912,49599,47177,44457,40972,36637,31983,27408,23301,19788,16787,14183,11846,9619,7604,5833,4321,3120,2214,4091
"Australia",2010,2,136180,136000,135898,135853,135945,135018,133581,133292,132419,133082,134509,135214,136833,138753,140529,142851,145613,148730,149970,151869,152196,150575,152061,153978,155514,160646,160793,158804,155949,153197,152507,153332,154952,157769,159874,162073,162983,162173,160774,159459,158668,157541,156521,155361,154194,152745,151520,151190,151201,150935,150098,148340,145513,141806,137152,132735,129796,129157,129453,130328,130200,128136,122967,115640,107723,100433,93849,88433,83936,79948,75671,71329,66980,62730,58596,54701,51328,48864,46875,44951,42588,39794,36552,32979,29471,26068,22603,19120,15803,12817,10309,8232,6535,5135,3974,2994,2191,1555,1068,707,1129
"Australia",2010,3,129174,129027,128959,128947,129013,128098,126571,126527,126121,126514,127972,128764,129968,131319,132889,135218,137831,141002,142371,143920,144344,143389,144538,146335,148320,153443,153445,151524,148622,146297,146464,147385,149201,151870,153752,155766,157041,156785,156002,155272,154424,153473,152556,152014,150757,149461,148518,148667,148890,148864,148293,147049,144796,141756,137878,134436,131955,130964,130546,130663,130026,127528,122193,114858,107127,99974,93691,88622,84723,81277,77650,74013,70508,67075,63819,60841,58590,57024,55985,54931,53567,51713,49641,47185,44626,41679,38021,33713,29160,24737,20802,17456,14619,12180,10022,8009,6225,4690,3410,2413,4555
"Australia",2011,2,137044,136802,136647,136557,136518,136720,135904,134469,134181,133309,133957,135370,136074,137691,139605,142064,145065,147810,150911,152138,154714,155722,154097,155580,157497,158041,162175,162330,160349,157496,154702,153968,154791,156406,159218,161076,163025,163928,163106,161695,160169,159166,158019,156975,155789,154370,152668,151409,151044,151015,150573,149559,147762,144894,141143,136480,132053,129060,128350,128563,129408,129246,127093,121868,114512,106527,99173,92570,87114,82552,78481,74123,69710,65305,61007,56746,52725,49300,46747,44636,42505,39960,37094,33828,30285,26846,23540,20211,16913,13820,11072,8788,6920,5411,4184,3184,2357,1692,1178,793,1279
"Australia",2011,3,129991,129784,129661,129606,129598,129761,128941,127417,127372,126967,127326,128748,129539,130743,132090,134310,137290,139898,143064,144430,146746,147942,146988,148135,149933,151077,155353,155356,153436,150534,147877,147709,148626,150439,153101,154733,156491,157759,157494,156700,155827,154834,153868,152936,152378,150876,149330,148370,148497,148695,148596,147952,146683,144407,141345,137476,134040,131533,130510,130052,130165,129522,126977,121607,114246,106488,99306,92997,87893,83947,80428,76727,73037,69479,65991,62639,59560,57231,55571,54420,53120,51484,49474,47251,44662,41871,38719,35029,30780,26358,22122,18387,15234,12585,10332,8369,6577,5023,3714,2649,5054
"Australia",2012,2,137968,137665,137446,137305,137220,137291,137603,136788,135355,135067,134182,134816,136227,136929,138541,141134,144271,147256,149983,153072,154974,158227,159229,157603,159086,160015,159568,163708,163867,161888,158995,156158,155423,156242,157853,160418,162027,163968,164858,164022,162402,160665,159642,158471,157401,155962,154290,152557,151262,150862,150654,150034,148980,147138,144222,140456,135783,131307,128256,127470,127656,128462,128196,125957,120681,113242,105194,97826,91194,85683,81042,76881,72448,67971,63518,59090,54708,50654,47176,44526,42224,39900,37268,34351,31085,27608,24262,21065,17896,14806,11951,9451,7396,5738,4416,3358,2510,1825,1284,876,1446
"Australia",2012,3,130866,130597,130414,130303,130253,130341,130598,129781,128257,128213,127773,128097,129518,130308,131510,133501,136368,139343,141947,145109,147237,150319,151515,150560,151708,152672,152975,157251,157254,155334,152102,149114,148943,149855,151664,154076,155455,157204,158464,158187,157250,156234,155225,154246,153297,152493,150745,149182,148202,148304,148428,148256,147586,146292,143992,140936,137073,133615,131078,130018,129559,129663,128964,126367,120958,113562,105777,98570,92233,87090,83072,79476,75720,71975,68361,64778,61328,58187,55781,54028,52640,51074,49278,47116,44750,41937,38934,35712,32020,27864,23608,19588,16079,13142,10702,8651,6893,5323,3992,2895,5608
"Australia",2013,2,138956,138587,138307,138102,137966,137991,138171,138484,137670,136240,135937,135037,135670,137079,137776,140066,143334,146455,149422,152138,155898,158476,161720,162720,161096,161594,161537,161099,165240,165401,163378,160445,157607,156870,157687,159052,161368,162968,164897,165770,164726,162895,161138,160092,158894,157573,155880,154176,152409,151081,150503,150118,149455,148354,146460,143525,139743,135020,130493,127378,126573,126724,127421,127052,124731,119347,111828,103770,96376,89700,84122,79395,75150,70648,66116,61531,56981,52571,48484,44948,42134,39656,37233,34532,31586,28357,24969,21731,18670,15682,12818,10213,7965,6141,4690,3550,2652,1946,1388,957,1623
"Australia",2013,3,131800,131468,131223,131053,130945,130991,131173,131432,130615,129092,129013,128539,128862,130282,131070,132911,135546,138407,141378,143979,147896,150786,153866,155063,154108,154427,154557,154862,159136,159137,156891,153330,150340,150164,151073,152632,154795,156165,157904,159152,158733,157654,156623,155598,154605,153410,152361,150596,149013,148011,148040,148089,147892,147195,145874,143578,140525,136640,133156,130586,129528,129062,129106,128347,125692,120234,112803,104994,97760,91392,86185,82093,78437,74624,70822,67110,63430,59923,56723,54241,52276,50631,48907,46953,44648,42052,39032,35949,32685,29026,24997,20941,17162,13901,11202,8984,7146,5597,4244,3123,6212
"Australia",2014,2,140000,139574,139227,138961,138761,138734,138868,139049,139364,138551,137107,136790,135887,136520,137923,139296,142259,145510,148616,151570,154955,159388,161958,165197,166198,163595,163111,163062,162629,166768,166886,164821,161887,159049,158310,158884,160002,162309,163895,165808,166470,165216,163365,161586,160513,159064,157489,155764,154026,152226,150723,149969,149542,148830,147674,145756,142800,138962,134187,129604,126484,125650,125699,126287,125817,123355,117863,110317,102237,94803,88070,82420,77612,73290,68728,64056,59347,54769,50331,46208,42549,39590,37024,34520,31773,28835,25666,22383,19278,16377,13591,10968,8618,6623,5027,3775,2809,2059,1483,1037,1806
"Australia",2014,3,132789,132398,132090,131857,131691,131677,131818,132001,132261,131444,129887,129773,129299,129621,131039,132462,134941,137572,140427,143396,146748,151421,154309,157388,158586,156808,156300,156430,156735,161006,160683,158109,154547,151553,151374,152035,153347,155501,156862,158588,159694,159133,158040,156993,155953,154717,153278,152210,150427,148821,147749,147704,147726,147503,146777,145457,143162,140084,136173,132659,130095,129033,128512,128491,127663,124940,119432,111967,104132,96869,90446,85174,81024,77306,73433,69534,65722,61985,58424,55168,52496,50300,48503,46623,44519,41987,39177,36078,32942,29669,26080,22210,18383,14869,11877,9428,7442,5820,4477,3333,6842
"Australia",2015,2,141085,140616,140213,139879,139618,139526,139609,139743,139926,140242,139415,137956,137639,136732,137362,139438,141482,144429,147663,150758,154378,158434,162858,165424,168662,168685,165107,164630,164587,164155,168248,168323,166256,163323,160483,159504,159832,160942,163236,164805,166507,166958,165683,163810,162004,160681,158978,157370,155612,153841,151867,150191,149395,148919,148151,146968,145022,142006,138109,133278,128696,125565,124636,124582,125062,124434,121825,116277,108692,100573,93086,86294,80577,75697,71304,66598,61795,57056,52450,47980,43758,39999,36981,34346,31783,29026,26119,23027,19874,16928,14209,11643,9267,7176,5429,4054,2991,2186,1571,1110,1993
"Australia",2015,3,133816,133383,133016,132719,132492,132418,132498,132640,132825,133084,132233,130642,130528,130053,130372,132422,134478,136952,139580,142431,146146,150249,154919,157807,160886,161267,158667,158160,158290,158594,162540,161893,159316,155751,152754,152330,152746,154049,156194,157543,159128,160091,159515,158406,157345,156063,154584,153127,152039,150235,148559,147415,147344,147339,147087,146359,145038,142715,139608,135666,132163,129600,128485,127903,127810,126902,124108,118548,111049,103184,95868,89390,84070,79860,76077,72104,68105,64235,60444,56831,53408,50531,48206,46261,44231,41897,39152,36250,33100,29943,26698,23212,19533,15961,12733,10022,7831,6079,4672,3527,7483
"Australia",1987,3,117885,116416,120314,120162,118149,115767,113960,113273,114121,116419,119585,123113,126581,129287,130795,131431,131923,132473,132702,132606,132410,131843,131183,130976,131440,132577,133839,134595,134600,133562,131669,129143,126927,125695,125895,126705,128030,128631,127160,122857,116297,109073,102572,96916,92662,89369,86425,83449,80649,77953,75394,72971,71030,69949,69934,70719,71749,72644,73421,73908,74109,74394,74489,73623,71518,68479,64966,61644,58949,57239,56141,55198,53897,52069,49497,46313,43024,39889,36747,33661,30574,27391,24386,21620,19167,17016,14984,13046,11185,9371,7634,6057,4683,3530,2604,1886,1348,965,710,558,882
"Australia",1986,2,121872,125512,125234,123121,120596,118710,118059,119000,121452,124909,128703,132382,135207,136707,137177,137448,137853,137948,137747,137329,136570,135743,135307,135472,135999,136773,137200,136686,134883,132211,128828,125790,124201,124688,126493,128899,130324,129561,125747,119720,112951,106771,101352,97241,94140,91320,88324,85393,82446,79608,76764,74351,73002,73006,73961,75265,76259,76687,76220,75005,73728,72385,70265,67199,63465,59284,55241,51844,49442,47736,46238,44431,42197,39317,35980,32582,29373,26261,23324,20559,17861,15267,12937,10931,9211,7660,6237,5006,3962,3090,2366,1771,1287,903,613,411,293,255,292,403,163
"Australia",1986,3,115721,119522,119342,117321,114858,112988,112299,113144,115443,118700,122256,125726,128433,129945,130526,130957,131516,131754,131661,131339,130696,130037,129829,130294,131186,132276,133032,133036,131998,130225,127837,125624,124393,124599,125656,127151,127761,126298,122002,115666,108610,102115,96464,92219,89071,86237,83272,80483,77801,75318,72961,71037,69977,69987,70779,71834,72767,73584,74116,74338,74664,74813,74004,71951,68999,65540,62263,59620,57978,57018,56209,55001,53263,50764,47695,44494,41404,38292,35223,32213,29177,26187,23427,20980,18788,16756,14786,12864,10953,9097,7363,5814,4484,3389,2518,1850,1364,1034,837,750,675
