"stateName","year","sex","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"Brazil",1992,2,1743045,1720492,1740598,1774151,1786196,1799327,1816398,1861501,1868368,1839538,1830451,1807054,1803529,1778147,1709933,1642531,1597792,1575640,1554136,1534241,1514392,1494918,1465316,1460833,1439228,1408678,1395967,1380834,1356302,1330213,1289275,1246539,1203713,1161384,1120556,1082015,1045316,1009421,973557,937462,900837,864005,827902,792747,757722,722813,688526,654418,621954,593144,568948,548234,529166,510052,490441,469623,448061,426749,406381,386679,367799,349586,331749,314074,296543,279088,261741,244763,227987,210999,193761,176602,159819,143885,129150,115757,103509,92045,81194,71045,61164,51548,42813,35002,28099,22114,17037,12858,9472,6749,4626,3043,1961,1264,794,482,284,163,90,48,50
"Brazil",1992,3,1671219,1653570,1673273,1705695,1717321,1729831,1746141,1789048,1795188,1767085,1757733,1734661,1731233,1708327,1646014,1585045,1546457,1529392,1511318,1492271,1472682,1452867,1428684,1422335,1408609,1384297,1376584,1365929,1345451,1323111,1285785,1246451,1206843,1167584,1129716,1094065,1060214,1026968,993522,959700,925210,890431,856287,823005,789733,756443,723693,691051,660064,632829,610374,591531,574512,557437,539650,520354,500164,480051,461094,443472,427553,412806,398521,383823,368344,351659,334097,316516,299083,281177,262785,244198,225537,207376,190286,174557,159915,145851,132106,118809,105493,92185,79559,67750,56835,46900,37997,30248,23549,17788,12947,9080,6086,4200,2819,1834,1158,709,421,240,274
"Brazil",1993,2,1743294,1723508,1715420,1737499,1772033,1784515,1797807,1815030,1860229,1867166,1838282,1829071,1805570,1801856,1776212,1707648,1639786,1594517,1571861,1549986,1529846,1509749,1490000,1460228,1455569,1433744,1403044,1390285,1375079,1350469,1324253,1283261,1240526,1197699,1155362,1114662,1076240,1039501,1003565,967660,931623,895063,858186,822018,786772,751720,716784,682401,648206,615653,586759,562431,541509,522207,502859,483041,462035,440300,418851,398367,378567,359587,341265,323319,305539,287930,270421,253014,235950,219071,202025,184797,167723,151111,135413,120946,107828,95852,84677,74147,63985,54140,45057,36910,29726,23484,18167,13739,10164,7332,5108,3419,2195,1378,865,528,312,178,99,54,54
"Brazil",1993,3,1671580,1656430,1649251,1670877,1704138,1716173,1728886,1745328,1788306,1794490,1766362,1756951,1733846,1730356,1707380,1644989,1583927,1545251,1528101,1509967,1490855,1471199,1451336,1427111,1420703,1406748,1382217,1374445,1363726,1343181,1320741,1283328,1243939,1204277,1164965,1127183,1091613,1057687,1024353,990807,956964,922455,887565,853314,819930,786613,753281,720429,687681,656583,629249,606669,587648,570452,553215,535289,515868,495538,475267,456119,438290,422139,407132,392593,377659,361967,345088,327323,309492,291758,273553,254894,236084,217279,199046,181920,166165,151491,137414,123681,110062,96483,83435,71184,59857,49524,40255,32078,25085,19154,14171,10086,6908,4515,3035,1980,1252,767,456,262,298
"Brazil",1994,2,1742986,1725062,1718494,1712369,1735376,1770314,1782982,1796453,1813804,1859071,1865943,1836936,1827594,1803889,1799878,1773827,1704781,1636414,1590681,1567652,1545526,1525130,1504756,1484807,1454949,1450018,1428017,1397335,1384498,1369184,1344443,1318116,1277118,1234381,1191548,1149345,1108772,1070316,1033534,997547,961686,925697,889079,852129,815868,780584,745495,710458,675984,641711,609111,580136,555642,534507,514964,495395,475361,454160,432281,410724,390145,370252,351167,332735,314678,296812,279140,261561,244066,226895,209934,192871,175705,158789,142421,127015,112853,100018,88315,77424,66893,56776,47447,38954,31440,24923,19356,14700,10901,7896,5571,3791,2476,1549,946,578,343,197,109,59,60
"Brazil",1994,3,1671368,1657921,1652206,1646921,1669346,1702994,1715237,1728085,1744613,1787628,1793775,1765595,1756140,1732973,1729401,1706323,1643839,1582699,1543954,1526743,1508544,1489366,1469662,1449751,1425483,1418837,1404650,1380075,1372233,1361436,1340786,1318238,1280764,1241317,1201600,1162374,1124674,1089027,1055009,1021568,987995,954123,919494,884492,850135,816699,783332,749889,716928,684066,652887,625449,602709,583519,566154,548763,530690,511109,490610,470150,450802,432754,416352,401095,386309,371144,355229,338124,320101,301970,283925,265440,246548,227579,208699,190446,173318,157540,142831,128724,114669,100789,87444,74760,62990,52245,42582,34049,26654,20446,15292,11065,7691,5137,3269,2138,1355,831,494,284,326
"Brazil",1995,2,1741530,1725982,1720110,1715443,1710229,1733636,1768769,1781640,1795258,1812703,1857894,1864622,1835472,1825892,1801885,1797435,1770836,1701268,1632473,1586409,1563121,1540735,1520060,1499490,1479427,1449391,1444228,1422217,1391524,1378576,1363099,1338244,1311852,1270843,1228101,1185404,1143334,1102734,1064235,1027397,991442,955616,919552,882848,845799,809496,774166,738968,703839,669285,634980,602337,573246,548576,527217,507444,487645,467388,446021,424029,402384,381714,361724,342533,323989,305839,287904,270153,252475,234874,217617,200616,183585,166556,149870,133799,118712,104851,92291,80851,69964,59502,49885,41133,33279,26441,20609,15716,11704,8501,6022,4151,2756,1754,1069,634,377,217,122,65,66
"Brazil",1995,3,1670027,1658761,1653793,1649904,1645407,1668221,1702065,1714447,1727388,1743963,1786933,1793016,1764793,1755263,1732017,1728332,1705139,1642576,1581380,1542591,1525315,1507049,1487823,1468070,1448110,1423619,1416731,1402487,1377859,1369934,1359019,1338256,1315624,1278087,1238582,1198949,1159803,1122027,1086285,1052156,1018679,985069,951070,916319,881205,846793,813298,779813,746254,713174,680233,648964,621390,598499,579145,561618,544063,525808,506037,485339,464681,445122,426839,410197,394696,379669,364262,348092,330707,312380,293943,275609,256875,237809,218744,199838,181589,164455,148640,133874,119442,105138,91468,78466,66256,55070,45000,36084,28347,21770,16358,11967,8457,5733,3728,2309,1466,902,536,309,355
"Brazil",1979,3,1782220,1677824,1605404,1562001,1542936,1524055,1504815,1485407,1466053,1442437,1436932,1424073,1400756,1394532,1385131,1365691,1344299,1307689,1269043,1230054,1191393,1154125,1118939,1085338,1052534,1019618,986372,952387,918010,884436,851833,819286,786688,754580,722671,692522,666328,645155,627792,612442,597055,580885,563026,544139,525351,507879,491956,478041,465548,453732,441579,428592,414238,398820,383359,368087,352290,335918,319273,302472,286140,270987,257422,245087,233240,221428,209804,198216,186633,175100,163673,152290,140969,129683,118759,107874,96458,84408,72263,60053,52205,44834,38024,31810,26228,21266,16941,13234,10127,7579,5543,3955,2751,1862,1226,784,486,294,171,97,110
"Brazil",1980,2,1880184,1810334,1732652,1661441,1615919,1594699,1574878,1557198,1539858,1523141,1496368,1495361,1476893,1449273,1439943,1427640,1405227,1380848,1340861,1298856,1256565,1214630,1174138,1135815,1099207,1063589,1028062,992307,955848,919005,882983,848003,813185,778455,744352,710559,678594,650642,627746,608713,591641,574605,557080,538204,518476,499069,480722,463088,446327,430240,414475,398766,383065,367238,351276,335553,319862,303633,286735,269567,252463,236060,220841,207102,194536,182506,170661,159118,147747,136528,125557,114854,104353,94077,84083,74641,65598,56610,47674,39132,31783,26143,21167,16856,13190,10137,7629,5619,4045,2842,1948,1300,846,533,328,196,113,65,35,19,18
"Brazil",1980,3,1800079,1738343,1665042,1599223,1558544,1540705,1522431,1503554,1484367,1465148,1441609,1436132,1423272,1399930,1393643,1384153,1364604,1343095,1306399,1267699,1228670,1189963,1152643,1117412,1083770,1050928,1017978,984700,950685,916277,882671,850037,817461,784836,752704,720773,690600,664365,643121,625658,610185,594670,578381,560431,541483,522647,505122,489130,475123,462514,450568,438282,425160,410667,395105,379489,364056,348111,331614,314870,297987,281575,266325,252640,240161,228163,216198,204410,192643,180866,169134,157515,145959,134496,123106,112107,101195,89846,77989,66151,54375,46730,39651,33188,27369,22217,17714,13856,10615,7956,5823,4159,2895,1962,1292,828,513,309,182,102,116
"Brazil",1981,2,1878514,1833266,1799275,1727103,1658368,1613874,1592976,1573398,1555894,1538676,1522029,1495290,1494251,1475701,1447931,1438315,1425641,1402860,1378168,1337997,1295870,1253451,1211394,1170812,1132432,1095786,1060154,1024614,988827,952320,915421,879351,844336,809499,774768,740679,706899,674932,646947,623974,604835,587635,570470,552824,533843,514022,494516,476051,458277,441348,425078,409122,393216,377312,361283,345119,329194,313319,296956,279982,262780,245665,229258,214023,200247,187628,175550,163659,152059,140627,129362,118374,107697,97282,87154,77371,68179,59438,50837,42383,34263,27358,22179,17678,13844,10640,8022,5916,4265,3001,2059,1377,895,567,348,208,121,68,38,19,20
"Brazil",1981,3,1798108,1758706,1726019,1659063,1595911,1556425,1539155,1521220,1502551,1483489,1464339,1440832,1435348,1422456,1399061,1392683,1383077,1363410,1341801,1305048,1266306,1227230,1188475,1151111,1115840,1082155,1049278,1016296,982983,948935,914493,880854,848187,815582,782928,750777,718822,688615,662321,640987,623412,607811,592172,575781,557760,538759,519870,502276,486199,472079,459342,447256,434824,421549,406900,391183,375407,359816,343733,327123,310284,293311,276808,261457,247644,235018,222864,210733,198758,186786,174798,162865,151062,139355,127777,116319,105280,94379,83140,71520,59999,48748,41396,34669,28609,23231,18544,14521,11140,8359,6127,4382,3052,2070,1366,873,545,327,191,109,123
"Brazil",1982,2,1897333,1834180,1822786,1793837,1724067,1656358,1612198,1591532,1572123,1554734,1537577,1520949,1494189,1493052,1474336,1446291,1436289,1423216,1400101,1375181,1334876,1292611,1250060,1207913,1167276,1128856,1092197,1056552,1020981,985141,948576,911629,875528,840490,805649,770935,736859,703081,671099,643065,620013,600765,583436,566146,548379,529295,509371,489749,471144,453208,436100,419638,403484,387372,371260,355024,338660,322548,306521,290060,273034,255809,238692,222289,207049,193249,180591,168464,156516,144850,133364,122081,111117,100518,90242,80316,70791,61894,53493,45308,37202,29562,23268,18573,14559,11201,8446,6241,4505,3175,2182,1461,952,603,371,221,129,73,40,21,21
"Brazil",1982,3,1816463,1759471,1747275,1720317,1655885,1593891,1554958,1538001,1520257,1501703,1482701,1463575,1440068,1434546,1421593,1398119,1391624,1381894,1362125,1340445,1303647,1264858,1225732,1186937,1149536,1114215,1080490,1047580,1014562,981213,947126,912648,878974,846274,813637,780967,748793,716805,686545,660175,638745,621052,605328,589582,573104,555022,535962,517005,499325,483142,468899,456023,443786,431190,417750,402934,387058,371125,355385,339172,322451,305507,288436,271839,256380,242439,229663,217338,205015,192825,180629,168429,156302,144341,132512,120857,109368,98329,87483,76396,64994,53884,43266,36268,29949,24338,19437,15240,11706,8797,6456,4624,3225,2189,1446,927,575,349,203,115,131
"Brazil",1970,2,1607401,1538769,1504036,1469324,1457247,1443959,1421152,1397006,1357569,1316394,1275123,1234362,1195174,1158218,1122954,1088517,1053923,1018875,982956,946580,911026,876511,842109,807738,773942,740394,708671,681071,658719,640398,624157,607990,591348,573326,554443,535932,518582,502025,486425,471569,457088,442679,428320,413875,399359,385206,371182,356573,341130,325222,309181,293758,279556,267004,255737,244969,234207,223635,213108,202631,192328,182205,172095,161942,151724,141877,132047,121392,109608,97189,86285,78567,71083,63869,56955,50374,44149,38306,32860,27827,23205,19036,15368,12197,9505,7266,5440,3988,2856,1999,1364,908,588,371,228,136,79,44,24,13,14
"Brazil",1970,3,1547112,1482552,1450564,1418539,1408329,1396926,1376285,1354307,1317457,1278865,1240132,1201860,1165100,1130501,1097537,1065337,1032957,1000153,966534,932482,899221,866918,834628,802244,770322,738576,708593,682629,661802,644909,630124,615372,599895,582722,564514,546402,529621,514423,501274,489583,478564,467172,454878,441148,426334,411552,397070,382104,366582,350794,334814,319317,305095,292604,281456,270817,260163,249685,239229,228799,218483,208322,198232,188182,178091,168351,158479,147510,135054,121675,107133,99450,91893,84475,77210,70116,63213,56523,50069,43877,38013,32541,27493,22899,18783,15151,12006,9332,7109,5297,3859,2743,1902,1284,844,539,334,201,118,67,76
"Brazil",1971,2,1631055,1537026,1520673,1495359,1464702,1454208,1441349,1418925,1395091,1355916,1314935,1273792,1233097,1193911,1156880,1121436,1086767,1051959,1016742,980725,944288,908663,874074,839615,805207,771387,737828,706090,678455,656037,637629,621292,605041,588328,570260,551345,532803,515404,498773,483069,468087,453474,438942,424478,409952,395369,381141,367029,352320,336766,320746,304600,289065,274733,262016,250560,239590,228641,217905,207244,196654,186246,176024,165832,155617,145364,135490,125649,115038,103386,91191,80489,72825,65433,58353,51609,45234,39246,33667,28511,23779,19506,15748,12498,9741,7446,5576,4086,2928,2047,1399,930,603,380,233,140,81,45,25,13,14
"Brazil",1971,3,1564605,1484188,1461097,1440198,1412912,1404762,1394247,1374195,1352605,1316024,1277611,1238987,1200770,1164020,1129386,1096339,1064024,1031528,998635,964963,930875,897570,865219,832890,800479,768536,736774,706776,680789,659930,642992,628157,613356,597830,580614,562369,544218,527390,512122,498881,487076,475938,464437,452066,438297,423467,408669,394161,379164,363603,347775,331760,316216,301915,289304,278004,267199,256388,245772,235204,224681,214266,204002,193804,183642,173442,163589,153612,142574,130114,116797,102416,94637,86998,79520,72216,65108,58218,51573,45197,39161,33526,28327,23596,19353,15614,12372,9618,7325,5460,3977,2827,1960,1324,869,555,345,208,121,69,78
"Brazil",1972,2,1644024,1561722,1519599,1512191,1490798,1461743,1451674,1439175,1417055,1393454,1354462,1313604,1272522,1231827,1192565,1155357,1119682,1084798,1049818,1014500,978416,941906,906206,871556,837057,802622,768788,735216,703451,675765,653271,634773,618346,602020,585251,567145,548197,529610,512137,495405,479575,464460,449718,435079,420527,405926,391266,376946,362718,347880,332197,316059,299799,284141,269665,256775,245122,233960,222848,211974,201199,190502,179996,169687,159423,149161,138887,128991,119135,108569,97064,85121,74657,67085,59827,52917,46381,40244,34524,29237,24387,20012,16157,12824,9994,7642,5722,4195,3004,2103,1434,956,619,390,240,142,84,47,25,14,14
"Brazil",1972,3,1577778,1504629,1464291,1451396,1434866,1409573,1402271,1392298,1372608,1351253,1314833,1276519,1237943,1199734,1162948,1128238,1095082,1062655,1030071,997123,963413,929280,895928,863535,831174,798740,766778,735000,704986,678976,658083,641100,626215,611363,595786,578527,560243,542047,525153,509797,496448,484522,473271,461683,449259,435462,420609,405781,391232,376184,360573,344698,328633,313014,298607,285856,274396,263431,252483,241753,231087,220464,209943,199568,189251,178971,168661,158688,148595,137481,125015,111767,97563,89698,81992,74471,67147,60048,53196,46626,40409,34606,29246,24365,19989,16127,12783,9938,7570,5643,4111,2923,2026,1368,899,574,356,214,126,71,81
"Brazil",1973,2,1657395,1575985,1544652,1511403,1507719,1487880,1459287,1449568,1437349,1415453,1392010,1353132,1312330,1271245,1230471,1191036,1153600,1117709,1082653,1047567,1012177,976017,939429,903667,868973,834445,799993,766141,732543,700735,672987,650414,631832,615328,598941,582124,563979,544984,526326,508752,491895,475932,460688,445833,431102,416468,401784,387028,372588,358215,343227,327410,311143,294757,278965,264336,251267,239427,228097,216849,205858,194974,184178,173585,163199,152877,142582,132291,122369,112500,101990,90661,79007,68821,61383,54296,47595,41299,35433,30008,25033,20547,16596,13174,10269,7851,5882,4311,3089,2161,1476,981,637,402,246,147,85,49,26,14,14
"Brazil",1973,3,1591110,1520735,1485942,1455260,1446381,1431701,1407261,1400468,1390820,1371345,1350126,1313793,1275520,1236947,1198704,1161847,1127035,1093771,1061259,1028618,995630,961873,927692,894298,861870,829483,797025,765045,733250,703220,677186,656258,639229,624293,609389,593761,576458,558126,539867,522887,507427,493962,481922,470580,458929,446463,432631,417742,402868,388258,373148,357480,341544,325401,309682,295149,282250,270636,259532,248471,237638,226869,216137,205501,195004,184561,174162,163733,153630,143410,132215,119748,106582,92574,84637,76880,69334,62014,54947,48165,41758,35778,30249,25211,20688,16698,13236,10296,7844,5847,4262,3030,2101,1419,932,595,370,222,130,73,84
"Brazil",1974,2,1670573,1590627,1559376,1536599,1507068,1504859,1485470,1457251,1447799,1435781,1414036,1390684,1351856,1311045,1269881,1228934,1189273,1151624,1115561,1080396,1045236,1009763,973521,936870,901062,866337,831788,797314,763431,729789,697926,670115,647469,628817,612250,595812,578946,560747,541678,522920,505222,488232,472141,456782,441830,427013,412289,397502,382622,368032,353493,338348,322386,305977,289454,273518,258732,245495,233493,222024,210661,199558,188572,177688,167018,156568,146202,135877,125566,115618,105746,95322,84205,72883,63017,55752,48874,42415,36393,30826,25718,21116,17060,13549,10564,8078,6051,4438,3180,2226,1519,1012,654,414,254,152,87,50,27,15,14
"Brazil",1974,3,1604265,1536881,1503239,1477429,1450567,1443403,1429530,1405595,1399102,1389643,1370290,1349137,1312839,1274563,1235957,1197647,1160694,1125781,1092433,1059866,1027182,994145,960337,926114,892686,860226,827813,795333,763333,731522,701474,675416,654451,637376,622388,607431,591752,574395,555996,537653,520572,504999,491425,479293,467884,456180,443667,429787,414846,399907,385222,370044,354305,338281,322036,306198,291531,278492,266743,255523,244359,233419,222537,211688,200924,190297,179726,169199,158639,148395,138041,126766,114310,101241,87451,79457,71669,64119,56827,49825,43207,37043,31337,26132,21455,17323,13739,10688,8149,6077,4428,3151,2185,1475,970,619,384,232,135,76,87
"Brazil",1975,2,1683367,1605071,1574466,1551515,1532326,1504298,1502510,1483476,1455539,1446278,1434391,1412730,1389408,1350566,1309672,1268335,1227165,1187293,1149473,1113301,1078058,1042812,1007251,970943,934243,898404,863656,829080,794569,760636,726938,695017,667150,644448,625741,609123,592631,575702,557419,538247,519365,501536,484417,468211,452755,437712,422799,407966,393046,378012,363251,348537,333225,317103,300540,283870,267786,252856,239478,227345,215757,204283,193077,181998,171037,160302,149801,139396,129036,118704,108741,98894,88592,77733,66785,57280,50225,43591,37408,31688,26446,21718,17554,13946,10878,8322,6235,4573,3279,2294,1568,1043,676,426,262,156,91,51,28,15,15
"Brazil",1975,3,1617052,1552746,1520502,1495238,1472983,1447779,1441378,1427973,1404336,1398013,1388656,1369362,1348226,1311922,1273612,1234941,1196542,1159492,1124500,1091097,1058487,1025753,992662,958811,924550,891091,858602,826163,793660,761641,729811,699746,673661,652660,635537,620497,605487,589746,572317,553829,535384,518193,502516,488854,476654,465188,453429,440854,426909,411896,396879,382115,366853,351018,334881,318515,302552,287759,274599,262738,251412,240140,229083,218078,207098,196199,185438,174731,164061,153359,142965,132476,121130,108698,95746,82197,74164,66367,58838,51604,44770,38399,32511,27128,22290,18007,14289,11123,8482,6331,4615,3284,2278,1539,1011,647,400,241,142,80,90
"Brazil",1976,2,1696715,1621027,1589590,1566910,1547389,1529636,1502060,1500590,1481816,1454077,1444934,1433115,1411474,1388117,1349181,1308104,1266532,1225141,1185092,1147162,1110908,1075572,1040233,1004600,968241,931509,895649,860874,826259,791695,757700,723948,691983,664079,641338,622587,605916,589355,572335,553942,534647,515637,497684,480452,464149,448600,433458,418429,403458,388378,373170,358230,343335,327841,311549,294828,278010,261795,246754,233270,221029,209330,197755,186456,175296,164271,153487,142941,132492,122096,111756,101804,92021,81888,71332,60800,51692,44884,38530,32654,27242,22385,18099,14386,11227,8593,6443,4725,3389,2374,1620,1080,700,441,271,162,93,53,29,16,15
"Brazil",1976,3,1629422,1567903,1537367,1512960,1491027,1470318,1445876,1439910,1426775,1403311,1397080,1387767,1368485,1347331,1310988,1272614,1233854,1195361,1158234,1123189,1089743,1057082,1024294,991157,957266,922974,889485,856968,824504,791977,759938,728089,698004,671894,650854,633684,618589,603516,587693,570169,551577,533023,515731,499971,486245,473988,462461,450630,437977,423947,408849,393748,378890,363520,347565,331298,314805,298725,283825,270565,258600,247161,235771,224585,213445,202326,191289,180385,169527,158702,147847,137302,126685,115281,102894,90087,76811,68765,60988,53516,46434,39854,33760,28198,23184,18748,14886,11595,8849,6606,4820,3432,2381,1609,1058,676,419,252,148,84,94
"Brazil",1977,2,1734856,1638327,1606780,1582566,1563041,1544851,1527506,1500259,1499010,1480409,1452794,1443705,1431890,1410201,1386726,1347586,1306252,1264435,1222851,1182680,1144663,1108310,1072872,1037454,1001767,965373,928625,892742,857929,823260,788635,754587,720796,688810,660890,638121,619325,602586,585930,568795,550275,530856,511730,493669,476344,459947,444297,429035,413865,398728,383470,368084,352959,337872,322190,305725,288848,271905,255597,240483,226919,214581,202781,191119,179739,168514,157442,146615,136020,125526,115107,104785,94886,85213,75298,65090,55012,46334,39809,33768,28184,23141,18726,14893,11631,8909,6683,4907,3519,2467,1686,1121,729,459,282,169,97,55,30,16,16
"Brazil",1977,3,1664591,1582179,1553360,1530209,1508948,1488476,1468485,1444473,1438755,1425777,1402408,1396217,1386907,1367603,1346398,1309987,1271522,1232665,1194095,1156915,1121829,1088332,1055617,1022781,989604,955678,921358,887840,855296,822806,790256,758195,726326,696221,670084,649005,631785,616625,601467,585541,567907,549204,530551,513180,497362,483581,471262,459658,447737,434985,420857,405668,390469,375492,359992,343901,327498,310885,294707,279721,266368,254291,242726,231206,219879,208596,197336,186151,175090,164065,153074,142065,131375,120644,109205,96894,84266,71303,63280,55562,48232,41394,35092,29328,24140,19535,15528,12104,9244,6906,5042,3592,2495,1685,1109,709,440,264,155,88,99
"Brazil",1978,2,1797178,1679449,1625206,1600242,1578939,1560644,1542839,1525788,1498771,1497665,1479168,1451614,1442517,1430638,1408819,1385107,1345686,1304082,1262049,1220334,1180069,1141947,1105486,1069964,1034487,998766,962354,925588,889672,854804,820075,785397,751311,717504,685518,657591,634794,615940,599108,582334,565069,546422,526888,507661,489507,472091,455593,439821,424414,409077,393757,378316,362746,347427,332140,316267,299633,282621,265589,249228,234068,220435,208010,196121,184384,172938,161665,150550,139675,129028,118501,108085,97822,88025,78512,68863,59045,49453,41233,35024,29257,24026,19431,15470,12092,9269,6961,5114,3673,2574,1762,1173,761,481,294,177,103,57,31,17,17
"Brazil",1978,3,1722988,1618570,1568435,1546572,1526389,1506507,1486715,1467127,1443367,1437789,1424894,1401571,1395379,1386039,1366682,1345397,1308890,1270326,1231390,1192769,1155547,1120414,1086861,1054099,1021220,988008,954051,919703,886158,853585,821067,788494,756409,724522,694394,668230,647110,629827,614583,599319,583274,565523,546719,527987,510561,494694,480853,468456,456756,444726,431861,417627,402334,387013,371897,356252,340017,323485,306770,290513,275446,261993,249792,238091,226429,214954,203525,192113,180764,169527,158324,147164,136008,125189,114367,102922,90721,78314,65705,57744,50155,43056,36502,30534,25149,20377,16211,12651,9669,7231,5282,3767,2617,1771,1164,744,463,278,162,93,104
"Brazil",1979,2,1860327,1744253,1667192,1619117,1596837,1576677,1558741,1541212,1524363,1497500,1496473,1478018,1450466,1441294,1429266,1407196,1383162,1343441,1301600,1259420,1217604,1177228,1138994,1102446,1066862,1031351,995612,959183,922387,886421,851493,816711,781997,747894,714089,682114,654180,631342,612409,595462,578558,561160,542394,522759,503442,485196,467680,451062,435145,419566,404046,388539,372909,357145,341626,326136,310075,293291,276182,259100,242713,227518,213826,201326,189359,177561,166065,154747,143583,132656,121967,111432,101062,90907,81262,71961,62622,53229,44152,36413,30459,25027,20248,16115,12611,9678,7275,5352,3847,2700,1847,1234,800,505,310,185,108,61,33,17,18
"Brazil",2006,3,1609028,1633935,1660598,1684413,1705017,1722559,1722760,1705952,1688635,1671511,1653973,1645346,1644897,1643201,1640773,1636847,1659582,1692959,1704688,1716782,1732348,1774114,1779171,1750132,1739700,1715445,1710378,1686022,1622694,1560780,1521056,1502594,1483153,1462702,1441711,1420656,1395454,1387716,1372596,1347137,1338050,1326027,1304204,1280405,1241938,1201532,1160871,1120485,1081389,1044233,1008673,973693,938499,902945,866682,830111,794184,759072,723984,688847,654205,619735,586856,557415,532238,510231,489790,469261,448065,425529,402239,379059,356844,335724,315928,296968,278227,258952,238835,217644,195923,174541,153811,133647,114328,96229,79593,64709,51769,40776,31551,23878,17611,12647,8815,5952,3894,2464,1507,890,1059
"Brazil",2007,2,1647565,1669880,1697707,1725565,1749852,1770697,1788408,1788137,1770182,1751678,1733256,1714347,1704818,1703761,1701117,1697345,1691494,1712986,1745200,1754537,1764029,1776804,1816462,1818178,1784911,1770832,1742827,1734194,1704640,1634201,1565072,1518234,1493534,1469877,1448005,1426454,1405556,1375165,1368503,1345545,1314258,1299791,1282753,1256625,1228808,1187107,1143726,1100163,1057028,1015292,975617,937587,900313,863035,825488,787341,748906,711122,674251,637660,601340,565755,530613,497126,466857,440464,416965,394872,372868,350612,327660,304459,281776,260118,239318,219440,200287,181564,163096,144868,127117,110214,94356,79617,65999,53630,42704,33301,25445,19069,14019,10098,7089,4839,3206,2059,1278,767,445,251,270
"Brazil",2007,3,1579526,1603538,1631301,1658998,1683230,1704135,1721822,1722070,1705310,1688034,1670885,1653292,1644643,1644151,1642389,1639864,1635833,1658468,1691758,1703426,1715438,1730914,1772595,1777586,1748500,1737787,1713242,1708100,1683687,1620322,1558337,1518514,1499962,1480420,1459877,1438964,1417971,1392659,1384750,1369431,1343895,1334695,1322433,1300388,1276368,1237782,1197264,1156417,1115848,1076564,1039255,1003531,968341,932934,897169,860714,823956,787821,752487,717174,681831,646991,612326,579266,549626,524210,501919,481150,460262,438694,415822,392247,368788,346284,324865,304716,285299,265973,246022,225184,203526,181691,160364,139866,120152,101496,84253,68633,54875,43112,33295,25220,18656,13428,9396,6372,4181,2654,1628,964,1158
"Brazil",2008,2,1616839,1639678,1666390,1695326,1723617,1748217,1769346,1787275,1787138,1769225,1750625,1732092,1713146,1703428,1702039,1698933,1694616,1688280,1709280,1741028,1750013,1759156,1771567,1810900,1812511,1779124,1764873,1736918,1728248,1698671,1628262,1559171,1512346,1487568,1463816,1441999,1420491,1399432,1368891,1361963,1338891,1307518,1292743,1275376,1248941,1220880,1179008,1135401,1091662,1048389,1006566,966791,928571,891044,853461,815617,777197,738521,700560,663560,626887,590511,554875,519701,486176,455849,429357,405678,383341,361070,338583,315485,292221,269551,247967,227243,207355,188076,169157,150468,132280,114904,98526,83328,69380,56688,45348,35502,27182,20366,14945,10744,7558,5176,3442,2219,1385,836,486,274,300
"Brazil",2008,3,1549937,1574380,1601072,1629798,1657884,1682396,1703436,1721166,1721454,1704732,1687433,1670233,1652620,1643931,1643375,1641516,1638889,1634770,1657328,1690547,1702136,1714066,1729477,1771071,1775996,1746655,1735660,1711059,1705845,1681360,1617923,1555863,1515973,1497319,1477683,1457208,1436348,1415237,1389785,1381664,1366243,1340624,1331180,1318672,1296401,1272210,1233495,1192784,1151745,1110986,1071546,1034071,998132,962721,927089,891119,854461,817488,781122,745549,710011,674455,639400,604551,571317,541482,515818,493215,472077,450793,428847,405653,381780,358038,335250,313505,292920,272924,252900,232192,210823,188994,167187,146080,125993,106908,89091,72860,58391,45865,35345,26735,19803,14304,10037,6837,4507,2872,1769,1051,1272
"Brazil",2009,2,1586105,1609393,1636381,1664143,1693484,1722067,1746930,1768264,1786315,1786215,1768211,1749506,1730935,1711809,1701773,1699931,1696289,1691494,1684721,1705293,1736653,1745299,1754100,1766271,1805400,1806804,1773315,1759080,1731149,1722396,1692724,1622352,1553337,1506503,1481634,1457933,1436150,1414481,1393234,1362526,1355408,1332202,1300602,1285487,1267761,1241061,1212728,1170602,1126802,1082913,1039548,997624,957658,919177,881327,843421,805273,766583,727713,689609,652502,615744,579297,543603,508391,474847,444487,417868,393964,371345,348812,326130,302927,279663,257074,235569,214840,194828,175345,156188,137522,119700,102841,87129,72723,59693,48024,37778,29045,21810,16006,11489,8068,5538,3695,2393,1499,910,533,300,332
